"X" "Y" "Z"
"1446" 16.209394 23.825914 34.433292
"1447" 16.265923 24.246624 34.84301
"1448" 16.138735 23.920361 34.668648
"1449" 16.55563 24.341068 35.392193
"1450" 16.605091 24.203693 35.052216
"1451" 16.675753 24.263794 35.165539
"1452" 16.513233 24.100662 34.930168
"1453" 16.548565 24.135006 34.799416
"1454" 16.718147 24.349657 34.991196
"1455" 16.725214 24.435513 35.243992
"1456" 16.972521 24.710266 35.73217
"1457" 16.866533 24.564302 35.97625
"1458" 16.859468 24.469858 36.063419
"1459" 16.887732 24.478443 35.941376
"1460" 16.873598 24.418343 35.967529
"1461" 16.442574 24.040562 35.531666
"1462" 16.711079 24.160765 35.706013
"1463" 16.48497 24.066319 35.688576
"1464" 16.435507 24.117836 35.688576
"1465" 16.513233 24.452688 36.290066
"1466" 16.386045 24.366823 36.307499
"1467" 16.619226 24.684504 36.656193
"1468" 16.590958 24.787537 36.760803
"1469" 16.760544 24.899151 37.065907
"1470" 16.788809 24.813295 37.083347
"1471" 16.817068 24.770361 36.917713
"1472" 16.824139 24.985012 36.952576
"1473" 16.781742 24.916321 36.420834
"1474" 16.887732 25.173903 36.847977
"1475" 16.760544 24.942083 36.342373
"1476" 16.612158 24.581476 35.889072
"1477" 16.068075 23.963287 35.156818
"1478" 16.159935 24.031973 35.444489
"1479" 16.393112 24.452688 35.828053
"1480" 16.357779 24.547131 35.889072
"1481" 16.223526 24.332481 35.461933
"1482" 16.569761 24.718851 35.897793
"1483" 16.378981 24.315311 35.33989
"1484" 16.590958 24.495615 35.479362
"1485" 16.689882 24.658745 35.889072
"1486" 16.767607 24.69309 36.089573
"1487" 16.40724 24.495615 35.531666
"1488" 16.329514 24.512785 35.243992
"1489" 16.166998 24.135006 34.415863
"1490" 16.393112 24.35824 34.851719
"1491" 16.647486 24.787537 35.125145
"1492" 16.499102 24.581476 34.758259
"1493" 16.5203 24.349657 34.216652
"1494" 16.527369 24.298136 34.155499
"1495" 16.612158 24.332481 34.435032
"1496" 16.696945 24.727436 34.836872
"1497" 16.435507 24.35824 34.487453
"1498" 16.237659 23.928942 33.849773
"1499" 16.336584 23.791571 33.596439
